transaction_id,customer_id,amount,date,payment_method,product_category,quantity,customer_age,customer_location,device_used,ip_address,Customer_Shipping_Address,Customer_Billing_Address,is_fraudulent,account_age_days,transaction_hour
ef3202ee-3d42-4c2e-ab6a-0f1562d17815,99780364-8427-415e-b1c6-f8039f22b84c,20.94,11-03-2024 3.37,bank transfer,toys & games,4,27,East Amanda,tablet,151.45.176.146,"Unit 2539 Box 9137
DPO AE 54199","Unit 2539 Box 9137
DPO AE 54199",0,303,3
e9e425f8-4b62-4c7e-bc2f-c827ccb1dd82,182cb1e1-b52c-4179-a810-1ba8f128fe46,577.28,10-03-2024 8.21,PayPal,home & garden,1,50,Martinstad,mobile,68.214.106.157,"721 Burnett Fork
Nathanielfurt, KY 72885","721 Burnett Fork
Nathanielfurt, KY 72885",0,176,8
ed31b690-0030-454c-a3b6-554a7a8507be,e888b8ee-0766-4d48-99c6-3a6debe0d1c2,136.72,24-03-2024 1.47,bank transfer,health & beauty,5,31,East Mirandaview,mobile,219.125.100.136,"12467 Santiago Court
South Melissa, HI 68625","12467 Santiago Court
South Melissa, HI 68625",0,331,1
642960f5-d1be-4ca4-87e3-3487a8646f12,1aa4e7bb-27fe-412b-aa96-4be6bfb0a91a,170.26,06-03-2024 13.32,credit card,clothing,1,35,East Michaelburgh,desktop,128.114.108.228,"7299 Larry Tunnel
Sanchezstad, KY 13876","7299 Larry Tunnel
Sanchezstad, KY 13876",0,137,13
b92efb5e-9206-4adf-9309-8c6f5e019a9c,b8688b02-f36f-4b5f-9889-16a0078593a1,250.04,18-02-2024 16.10,PayPal,health & beauty,3,35,Lukeport,desktop,205.196.110.140,"9104 White Shoal Suite 612
Lake Allison, ID 17836","9104 White Shoal Suite 612
Lake Allison, ID 17836",0,165,16
0ef0018b-932c-41c2-a020-e478388ca70d,bc9ab0c7-a72f-46eb-9df7-9c4730e8934e,395.69,30-03-2024 21.23,debit card,health & beauty,5,33,North Danieltown,desktop,75.87.246.254,"50343 Angela Roads
North April, GU 55735","50343 Angela Roads
North April, GU 55735",0,12,21
72efb7f9-365d-4390-bfa7-0e271801cb77,57942940-337d-42e2-a900-530d1a13e32b,912.57,27-02-2024 20.04,bank transfer,clothing,4,50,Josephberg,mobile,136.187.232.156,"560 Devin Shores
North Christopherfurt, NJ 43550","560 Devin Shores
North Christopherfurt, NJ 43550",0,293,20
cc5a9a45-267a-4a58-b06c-479b344f2756,ec5bf5f2-816b-4395-9c2b-da191ada9253,54.23,10-03-2024 1.25,debit card,electronics,5,37,East Malloryville,tablet,177.144.234.211,"7935 Smith Estate Suite 725
South Regina, SC 59712","7935 Smith Estate Suite 725
South Regina, SC 59712",0,17,1
6ec34fc2-6925-4c21-8e79-86c78cd34a48,fd84ea18-0152-4f7b-9493-2e85c2170ef6,323.59,20-01-2024 15.27,bank transfer,health & beauty,2,40,New Carolyntown,mobile,136.135.194.103,"906 Sara Cape
Millston, NE 60584","906 Sara Cape
Millston, NE 60584",0,77,15
bb71f3dc-23a6-4bbc-9463-69aefdff659d,336ae589-5649-4b38-aec2-82f3adf710f2,240.5,23-01-2024 1.58,credit card,home & garden,2,55,Angelachester,desktop,131.26.228.60,"0460 Ford Green Suite 165
Chandlerville, PA 55575","0460 Ford Green Suite 165
Chandlerville, PA 55575",0,175,1
93bdf403-0fc3-4fb4-8ed2-e584af68027e,fd923ee3-d252-47c2-b9f7-022e6cdcf0f1,36.8,14-02-2024 7.08,bank transfer,electronics,5,33,Jamesmouth,tablet,222.241.227.70,"42648 Zhang Landing
Garystad, IA 30025","42648 Zhang Landing
Garystad, IA 30025",0,302,7
dbc16951-fcd9-450c-8d9e-006e895b8405,8a31f79b-42ea-4f2c-a932-155aef55c781,89.06,19-03-2024 23.16,credit card,clothing,5,23,Dustinview,tablet,211.128.46.127,"23434 Mcintyre Forest Suite 277
North Tanyaside, NH 45145","23434 Mcintyre Forest Suite 277
North Tanyaside, NH 45145",0,17,23
48808d7d-82ea-48b9-9d73-f915a26e2963,a0ac14b2-a7bb-40b0-8050-fa21ace67f30,228.03,24-03-2024 2.57,debit card,electronics,2,37,Port Michele,desktop,135.107.11.189,"9426 Tyler Land Apt. 508
Floresshire, PA 50708","9426 Tyler Land Apt. 508
Floresshire, PA 50708",0,357,2
89e433e8-0b45-4cc7-b17f-21b1c499a41f,f66f8829-b743-4f92-a6f7-138df49880fc,15.07,25-02-2024 10.16,PayPal,electronics,5,39,Scottport,desktop,35.71.85.68,"237 Wood Port
East Christinaborough, VI 63561","237 Wood Port
East Christinaborough, VI 63561",0,120,10
51dd34f1-1780-4ad9-8386-fee1e028def3,998e3c37-9de2-4ad0-8fdb-3f0ff04a846e,46.64,16-02-2024 7.39,bank transfer,health & beauty,4,44,Port Valerie,desktop,65.191.154.190,"90874 Alisha Cove
Lake Terrance, TN 55042","90874 Alisha Cove
Lake Terrance, TN 55042",0,45,7
9a9fb218-0eec-41fd-87fb-222486cbd920,a966ce9e-bf70-4ff1-b4c9-13ed209a1a7e,388.28,24-02-2024 23.17,debit card,health & beauty,2,21,Sherrihaven,tablet,18.210.102.137,"769 Lance Cove
Port Colleenland, NY 38152","769 Lance Cove
Port Colleenland, NY 38152",0,87,23
2b53d8ae-6a4e-4289-8f2a-d7daf866a450,497def78-bd85-4401-aefe-32bdc0db9ad6,88.91,15-03-2024 21.08,PayPal,toys & games,4,57,West Andrea,tablet,200.223.35.64,"06884 Mary Burg Suite 007
Shawnbury, MT 48906","06884 Mary Burg Suite 007
Shawnbury, MT 48906",0,44,21
6290dcc8-37d3-4541-aed5-f4d2da368672,735d23ab-f47c-441e-9d08-204a55b630e8,33.8,05-04-2024 17.57,debit card,toys & games,5,28,New Cynthiaview,tablet,74.213.18.149,"7014 Ashley Walks
New Michelleville, NC 31013","7014 Ashley Walks
New Michelleville, NC 31013",0,71,17
df0e4f9a-d8f5-49f4-b77b-ca8b9de96ad6,895fdbf1-c3dc-4ad4-b1f3-c0ea4717d9ad,145.6,26-01-2024 22.54,debit card,home & garden,2,26,North Samantha,mobile,221.140.174.118,"228 Nelson Pass
Reyesport, VA 78423","228 Nelson Pass
Reyesport, VA 78423",0,5,22
65e0630c-8409-4502-87f8-f761ef3abb0e,e8fc69ee-9aa8-4230-9a4b-32ba3d4b4838,285.96,02-04-2024 3.44,debit card,home & garden,1,36,North Deniseborough,tablet,183.247.20.133,"48944 Green Key
East Maria, MS 62986","48944 Green Key
East Maria, MS 62986",0,244,3
c99be4be-a9b3-428e-80e7-55cc774ac70c,d3f758ad-3c11-4ee0-8960-a1f824786362,427.24,01-03-2024 23.05,bank transfer,health & beauty,5,27,Lake Timothy,tablet,36.214.84.249,"233 Rose Village Apt. 424
Gonzalezhaven, MD 38486","233 Rose Village Apt. 424
Gonzalezhaven, MD 38486",0,214,23
7997aa68-392a-492c-ad32-cd8850d8f973,acdbd2d8-86cb-4828-9004-dbf482a039b8,85.95,09-02-2024 13.39,debit card,electronics,5,31,North Julieview,desktop,32.84.195.176,"18063 Ballard Manors
Port Karen, PA 69357","18063 Ballard Manors
Port Karen, PA 69357",0,216,13
92c81f2d-2ecf-4598-a8c4-d427e663a790,8c06d004-4f60-4a4f-8a0f-bb7b77c48d9e,62.11,06-03-2024 21.38,PayPal,home & garden,4,33,Lake Karenside,tablet,73.214.244.216,"2855 Jessica Run Suite 989
Adriantown, MP 19202","2855 Jessica Run Suite 989
Adriantown, MP 19202",0,264,21
4141eaad-a2f6-48a1-ae22-5f585fa868df,a3afd413-49be-48c7-8767-653fd86cf13c,142.76,27-01-2024 23.29,debit card,electronics,4,31,Latoyaborough,mobile,105.196.43.117,"0288 Vickie View Suite 132
Lake Rachel, AS 75516","0288 Vickie View Suite 132
Lake Rachel, AS 75516",0,215,23
0445138f-0613-4d98-9ec2-85c65a809307,9f6d3102-46fe-44a5-8552-7be45621a131,35.36,06-03-2024 3.15,credit card,health & beauty,3,39,Dawnport,desktop,183.238.179.43,"13254 Michele Oval Suite 555
Brendaside, NY 67034","13254 Michele Oval Suite 555
Brendaside, NY 67034",0,145,3
c138a7c0-2431-4fc6-a14e-d79c482fb4b5,c74d4959-4d07-4542-a405-91419e66c670,234.46,04-02-2024 14.07,bank transfer,electronics,5,19,Lopezshire,tablet,167.66.71.143,"78308 Beth Drives
Lake Dustin, MA 55529","78308 Beth Drives
Lake Dustin, MA 55529",0,263,14
8660506f-4898-4df7-a97f-478c0b06f044,06ac5deb-7e42-4fbd-af3b-21859a6b8aeb,35.25,22-02-2024 6.38,bank transfer,electronics,3,54,New Jessicafurt,tablet,56.67.254.138,"68723 Jackson Field
Johnsonfort, NY 63093","68723 Jackson Field
Johnsonfort, NY 63093",0,111,6
be9f4ccb-6638-4ae1-83f3-8477b1d3de83,f8f7b52d-e29b-4e38-b6b5-0292ad5805bb,24.53,21-02-2024 13.58,PayPal,clothing,1,40,Vickistad,mobile,83.197.250.14,"1512 Dawn Underpass Apt. 756
Lake Amyburgh, SD 05246","1512 Dawn Underpass Apt. 756
Lake Amyburgh, SD 05246",0,34,13
755a4b74-06fc-463f-844e-e48e3d3aba77,7831aa00-5a72-4ae6-90e0-724ff3704113,37.11,16-02-2024 0.32,debit card,home & garden,3,49,Chavezland,mobile,173.116.71.94,"203 Davis Port
Jenniferberg, NV 22013","203 Davis Port
Jenniferberg, NV 22013",0,105,0
8ffabbf0-4d15-4f76-b0bc-ca699585b1b5,93c5c69c-816f-40fa-83cc-00f32b2f09c8,276.8,26-03-2024 8.01,PayPal,electronics,2,37,Lake Andrewhaven,mobile,183.247.90.140,"299 Scott River Suite 211
West Franciscoland, PR 40361","299 Scott River Suite 211
West Franciscoland, PR 40361",0,3,8
97950026-1c3d-45c7-8f34-93773fc3bee9,ea537391-1000-44f5-a18b-19836620cd92,457.96,11-03-2024 2.09,credit card,clothing,3,24,Brownburgh,mobile,43.94.224.87,"53451 Eaton Locks
Changside, FM 10632","53451 Eaton Locks
Changside, FM 10632",0,212,2
a89abf3b-ab74-4017-94f4-a73eaea13096,ee208661-db39-4228-9790-67ac3c2d2155,291.04,21-03-2024 13.27,bank transfer,toys & games,2,32,Seanborough,desktop,2.232.202.83,"Unit 8948 Box 2036
DPO AP 49217","Unit 8948 Box 2036
DPO AP 49217",0,358,13
eec54b67-1793-419f-ac68-85f31adc4aa2,e63ff774-61b7-4ee2-b586-5348f9244d5a,135.29,17-02-2024 10.11,PayPal,health & beauty,1,26,North Amandastad,mobile,108.89.158.179,"9300 Gregory Turnpike
Williamsland, OH 54545","9300 Gregory Turnpike
Williamsland, OH 54545",0,212,10
f9fcabb6-b85a-46aa-a457-560bab2e7234,1da2b0bb-122a-4228-bac5-1d50db7fad80,125.43,23-03-2024 13.19,debit card,home & garden,5,58,Christianmouth,mobile,145.174.103.9,"Unit 3449 Box 3670
DPO AE 94729","Unit 3449 Box 3670
DPO AE 94729",0,350,13
4ade626d-f03d-4e91-a23a-035ebab36153,322e6213-deab-42f4-a3a9-a4b0c60fd1d1,70.77,07-03-2024 17.16,debit card,toys & games,3,47,New Jennifer,tablet,105.26.152.141,"141 Vasquez Trafficway
South Eduardo, FL 49189","141 Vasquez Trafficway
South Eduardo, FL 49189",0,330,17
7c862cc3-b8b5-4992-88e0-c401b9558633,84bf3767-b118-471f-b937-d63be95cd14e,27.48,11-03-2024 16.08,credit card,clothing,2,39,Hendersonfort,desktop,51.43.65.116,"33030 Christopher Street Suite 916
Bairdhaven, HI 96555","33030 Christopher Street Suite 916
Bairdhaven, HI 96555",0,127,16
536f9e96-394a-4fbb-8994-a3e2299a14a5,992afe5c-3a01-4e51-bfd0-2ea0fee3c24e,171.26,10-03-2024 13.08,credit card,toys & games,5,18,East Wendy,desktop,9.58.53.178,"0704 Higgins Street
Lake Marybury, ME 76594","0704 Higgins Street
Lake Marybury, ME 76594",0,235,13
12333645-dd0b-43b5-84a6-c3f0bd70772a,b483c7ab-af08-4ca7-99cf-f0cec04244f0,192.84,02-04-2024 20.12,debit card,clothing,1,37,North Jose,desktop,209.48.243.114,"97901 Glenn Parkway
Port Johnside, ND 28963","97901 Glenn Parkway
Port Johnside, ND 28963",0,350,20
3a8f43bf-0b65-4417-b685-5af54a8e9fbf,fcb0ea79-2bb1-43a0-89a2-61625df78b38,128.05,13-02-2024 21.47,PayPal,health & beauty,4,32,Lake Jeanettetown,mobile,149.23.193.240,"170 Charles Prairie
Joseside, WY 53980","170 Charles Prairie
Joseside, WY 53980",0,219,21
fc5e41c0-8140-4938-936d-2b702ab1b1c0,8aad6e1b-2839-4abe-90ef-ba6f55f7e331,585.56,08-03-2024 4.00,PayPal,electronics,3,31,New Lisaport,desktop,159.9.63.221,"019 Cisneros Knolls
Watkinsshire, VT 08905","019 Cisneros Knolls
Watkinsshire, VT 08905",0,304,4
10faa945-0f19-4302-967b-f61ad44e73b0,21df8977-4728-4c64-8dd7-7a31d0d16444,213.69,06-02-2024 14.05,debit card,clothing,3,30,Chenshire,tablet,186.175.175.45,"4611 Taylor Forges Suite 173
East Dorisland, MD 49619","4611 Taylor Forges Suite 173
East Dorisland, MD 49619",0,245,14
db241b76-8606-46e5-9d48-a53d20840155,6aba0a66-a4c5-44ed-942a-7e4cf23920a2,86.86,26-02-2024 9.39,PayPal,home & garden,3,23,East Alvinfort,mobile,71.136.171.84,"17120 Lee Run
Angelabury, MT 31288","17120 Lee Run
Angelabury, MT 31288",0,60,9
3cedb9b2-1be0-4a5f-acaa-1713f80a1c35,da13fae1-875f-43fb-be9f-b18cfb2d785c,224.55,01-02-2024 6.00,credit card,clothing,4,39,West Stephen,desktop,59.173.161.32,"1116 Cruz Station
Donfort, PA 30637","1116 Cruz Station
Donfort, PA 30637",1,2,6
c25afde2-72d7-4f12-b4fc-2ae668d3c1b7,e7d6e707-d957-43c8-81d4-015f128af338,290.04,15-01-2024 20.41,debit card,home & garden,3,33,Thomasland,desktop,109.142.151.14,"613 Contreras Land
South Nicholeberg, CA 87567","613 Contreras Land
South Nicholeberg, CA 87567",0,296,20
e113400c-da19-4d31-b065-8bdeb1fc53ac,abe65414-13c2-481f-9e5b-a029bbf6c443,176.1,29-02-2024 14.27,credit card,home & garden,5,23,Gregorystad,mobile,210.124.135.26,"09714 Andrea Mountains Apt. 777
North Kathrynmouth, LA 02320","411 Chambers Divide
Rebeccaburgh, RI 85416",0,197,14
355772f6-464e-4673-a772-bb0010db4d62,f4f891ff-8873-454a-b83f-5613b7438b62,252.7,25-02-2024 3.45,credit card,health & beauty,3,28,Port Petershire,mobile,122.120.82.186,"22921 Peterson Throughway
South Darryl, RI 90217","22921 Peterson Throughway
South Darryl, RI 90217",0,262,3
09229a34-69d5-4731-8e19-e6bb4789e2d0,8187b668-8181-4731-97c3-740a851d73f3,10.77,07-03-2024 0.53,debit card,electronics,2,41,South Michelle,mobile,134.187.106.4,"53338 Kimberly Lodge Apt. 312
Floresberg, SD 13771","53338 Kimberly Lodge Apt. 312
Floresberg, SD 13771",0,242,0
5cb9eb76-dfce-49e4-a552-ff00fb09ebcd,43da5f4a-d6b0-444d-b08d-4bb21caa0aa2,452.51,23-02-2024 3.58,PayPal,clothing,1,21,Port Shawn,desktop,31.173.79.187,"7550 Willis Ports Suite 243
Jessicaside, ID 84377","7550 Willis Ports Suite 243
Jessicaside, ID 84377",0,42,3
5fa8cf01-22fd-49f6-9691-30f42782cce6,718b8a69-0bb7-46ed-9faa-001e90b3ef7f,464.77,02-02-2024 21.51,PayPal,clothing,5,34,Lake Paulton,desktop,13.5.165.3,"Unit 6595 Box 3588
DPO AA 37243","Unit 6595 Box 3588
DPO AA 37243",0,363,21
480ec08a-d06d-4de2-b8a9-0377397bb244,6cf47f62-fa41-40cc-b79a-608058df1bb1,143.14,01-01-2024 19.53,bank transfer,toys & games,3,16,South Kristastad,tablet,55.214.133.210,"86051 Martha Ports
Joshuaborough, MT 64947","86051 Martha Ports
Joshuaborough, MT 64947",0,306,19
c463dd13-d4d6-4709-b506-ee7da6082dfe,2222f18e-22b4-4a6d-9dcb-02a84850aeb0,323.55,24-01-2024 22.44,bank transfer,health & beauty,2,46,Lake Barryview,tablet,6.107.93.126,"739 Marshall Station Suite 023
Pricefurt, WI 26701","739 Marshall Station Suite 023
Pricefurt, WI 26701",0,17,22
d7805208-27cd-4a48-b012-11be730ed307,e2e40043-6e07-4691-a5a2-8b12c20fba02,34.17,14-01-2024 9.24,debit card,toys & games,1,21,Davisberg,mobile,75.24.252.255,"43763 Kelley Terrace Suite 347
East Sandra, OR 62312","43763 Kelley Terrace Suite 347
East Sandra, OR 62312",0,119,9
3b601332-9410-49d5-bf2d-0db3844acc7f,21819f65-ec91-422e-beba-9e773ada52e9,295.23,06-01-2024 18.36,PayPal,electronics,3,33,New Sherry,mobile,45.106.169.220,"72520 Jackson Locks Suite 301
Judybury, KS 61135","72520 Jackson Locks Suite 301
Judybury, KS 61135",0,49,18
79274cf7-c009-40c9-aba5-bcae16a313ee,56062954-5fa2-4ad2-9f40-627c419a68ef,57.01,21-02-2024 6.34,PayPal,home & garden,4,31,South Kelly,desktop,218.198.39.97,"209 Jonathan Expressway Apt. 257
Port Justin, AK 09527","209 Jonathan Expressway Apt. 257
Port Justin, AK 09527",0,183,6
b4fc6489-8f3e-4f7e-9f0a-7e3b87313635,c3706909-8d2c-459e-8b34-4a17c1ca768a,206.17,22-01-2024 5.39,PayPal,electronics,1,32,Johnsonberg,tablet,34.102.68.36,"094 Woodward Meadow
Doyleville, TN 77810","094 Woodward Meadow
Doyleville, TN 77810",0,190,5
29e2f26a-73f5-433f-9ed8-5f158d498a4c,dc7f50cf-8586-4b25-afe4-f3b004867da6,386.69,22-02-2024 18.45,PayPal,health & beauty,4,21,Johnbury,tablet,194.101.133.234,"0184 Joshua Parkways Apt. 771
Port John, OH 72207","0184 Joshua Parkways Apt. 771
Port John, OH 72207",0,283,18
35b8c7e2-d94c-4ca2-a9a4-941d0a4f5bbf,1c6d0f40-3d40-43b9-8677-4f0056c860c0,77.72,23-01-2024 5.35,bank transfer,clothing,2,38,Garrettside,mobile,189.170.89.74,"489 Anthony Well Apt. 501
Thompsontown, IN 73639","489 Anthony Well Apt. 501
Thompsontown, IN 73639",0,329,5
d4e7c120-8ccd-4506-9b2d-5f3f652a8008,57acff4b-3dec-40ac-b4d8-0eddce58d4f3,179.35,29-03-2024 14.46,bank transfer,electronics,5,33,Harrisonborough,mobile,9.92.202.184,"2882 Michael Turnpike
Lake Kathleenland, WV 51203","2882 Michael Turnpike
Lake Kathleenland, WV 51203",0,52,14
47ecf2a4-c37a-44d0-b12d-5939b2763dc4,f2f7dfca-7ac9-4b28-8eec-393bb3ba70e5,402.65,24-02-2024 22.32,PayPal,health & beauty,5,38,Christopherbury,mobile,47.243.227.237,"870 Roberson Terrace Apt. 347
Lisamouth, AZ 95812","870 Roberson Terrace Apt. 347
Lisamouth, AZ 95812",0,166,22
1850d04f-dd4d-4fec-b141-99804ba362b8,3e8a9a19-fecf-4213-beee-d6cda4ac9d8c,82.62,06-03-2024 2.50,debit card,clothing,2,26,Lake Samuel,desktop,92.30.13.83,"71925 Bobby Loop Suite 388
Christopherborough, ID 23039","71925 Bobby Loop Suite 388
Christopherborough, ID 23039",0,298,2
df660fb6-8649-482d-889b-21f999f227cd,c0e4d992-0f04-4020-b521-256de4038e81,317.59,14-03-2024 15.14,credit card,health & beauty,5,28,East Sally,desktop,74.34.204.59,"63726 Green Key Suite 771
Laurafort, DE 83725","63726 Green Key Suite 771
Laurafort, DE 83725",0,290,15
dd516ab6-9472-48c1-a416-d4fa1b03f04e,2b64f674-e8c4-4494-80ca-4f69e659c044,193.48,23-01-2024 19.19,PayPal,electronics,3,39,Hortonshire,mobile,166.58.252.4,"19885 Boone Viaduct Suite 650
Port Evanburgh, IN 73942","19885 Boone Viaduct Suite 650
Port Evanburgh, IN 73942",0,238,19
d498996b-9cf6-4649-92a9-fee660f6f263,c2ea54b4-c1d0-4e53-87bc-83d51f1a7e1b,74.84,12-02-2024 8.54,PayPal,toys & games,2,39,Josephmouth,tablet,156.189.211.110,"2894 Jennifer Drives
Port Paul, AR 77317","2894 Jennifer Drives
Port Paul, AR 77317",0,135,8
39a6fa64-24d6-4900-a94a-14b6362b6403,3d7db660-538f-41c3-bd25-a26428896c7e,1019.93,05-01-2024 1.09,bank transfer,health & beauty,1,34,Rickyburgh,tablet,1.114.176.193,"6470 William Shoals Suite 298
Lake Amber, DC 24709","6470 William Shoals Suite 298
Lake Amber, DC 24709",0,317,1
f7e6e825-2c74-44c0-a334-0f5cb0e9638e,9a07860c-2128-4418-bff8-c4f2812ce931,314.35,13-03-2024 13.38,debit card,home & garden,4,39,Obrienmouth,mobile,222.20.210.30,"01004 Joshua Islands
East Barbara, MN 34940","01004 Joshua Islands
East Barbara, MN 34940",0,64,13
873f8308-ea4d-4806-8691-335c25a31637,80b2b5f8-0caf-46c1-9e04-d2d74de838ab,65.83,25-01-2024 14.40,bank transfer,health & beauty,1,37,Hinesview,tablet,221.105.136.37,"0999 Deanna Plains
Andreachester, NY 53604","0999 Deanna Plains
Andreachester, NY 53604",0,274,14
9604b2a3-e732-45eb-82c6-ffd1f92a22bc,d6037e23-a4df-4e30-8cb5-a62b024a7bf5,38.69,04-04-2024 4.49,credit card,health & beauty,3,38,Duncanborough,tablet,5.26.151.9,"3601 Joshua Lake
Craigshire, TX 94440","3601 Joshua Lake
Craigshire, TX 94440",0,85,4
29d30961-7407-4f27-b5d7-fb93cabb76b0,3302e19d-012c-4057-a7e1-0235814bfbeb,31.7,29-01-2024 13.06,bank transfer,clothing,5,3,Jacobsmouth,mobile,219.167.119.153,"USCGC Atkins
FPO AE 08982","USCGC Atkins
FPO AE 08982",0,5,13
9bc2b2ac-a04e-4b76-b1f7-409907277911,742b2d16-ef92-4c4c-9f5b-da1adcdbe8ea,43.69,05-02-2024 13.35,bank transfer,health & beauty,3,42,West James,tablet,110.243.19.10,"80659 Whitaker Trail Suite 449
Cynthiashire, WY 68360","80659 Whitaker Trail Suite 449
Cynthiashire, WY 68360",0,20,13
3e93ba8c-8484-45dc-8999-fda012db89c0,1f5446ca-10b5-4369-83f3-f467ea840cf3,130.67,02-04-2024 16.55,bank transfer,clothing,2,39,North Hectorfort,desktop,18.173.36.29,"5515 Hernandez Cove Suite 919
East Matthew, PR 82307","5515 Hernandez Cove Suite 919
East Matthew, PR 82307",0,302,16
d7995439-d302-472e-819c-7ec1bc78fc81,1086115a-890a-42a9-a8ab-eccf2a5c359f,331.7,25-03-2024 19.32,PayPal,clothing,1,45,East Cassandra,tablet,123.94.20.198,"407 Park Hill Apt. 484
West Brittany, FL 48879","407 Park Hill Apt. 484
West Brittany, FL 48879",0,314,19
dbc33a83-6fa9-4e81-8192-eb5621622137,40077947-b9f8-4cd9-811d-b850b3bdbccf,31.79,04-04-2024 5.47,bank transfer,home & garden,5,32,Jenkinsfurt,desktop,154.124.91.61,"138 Smith Locks Suite 303
New Jason, MT 31562","8534 Raymond Neck Apt. 162
Douglasmouth, OK 33626",0,102,5
d64c9bcc-5d9f-4756-b82b-5bc936f2b831,9e9fb431-4f52-42f7-9149-4fd75012a297,85.82,26-01-2024 0.22,bank transfer,clothing,3,42,North Phyllisberg,tablet,67.249.52.55,"3925 Robbins Hollow
East Zacharybury, NE 06432","3925 Robbins Hollow
East Zacharybury, NE 06432",0,177,0
adabd16f-001c-4dba-953a-9a7bb16c9776,395592a5-b4fe-4e83-94e4-89ebb80292d5,71.99,27-02-2024 16.58,debit card,health & beauty,2,25,Port Kevin,mobile,163.70.210.16,"667 Heidi Roads Apt. 190
Rodriguezbury, HI 17460","667 Heidi Roads Apt. 190
Rodriguezbury, HI 17460",0,178,16
29296b57-6a7b-42c5-a457-1ac6520df9c8,ac209fd9-733d-4696-b9be-72881f91a33f,190.5,07-04-2024 3.52,debit card,home & garden,2,7,North Cassiefurt,mobile,76.138.4.161,"566 Hunt Gateway Suite 480
Kyleport, NY 54743","566 Hunt Gateway Suite 480
Kyleport, NY 54743",0,221,3
8c6e938f-03d6-42f8-98e3-75f9e89a3226,6b229b6a-69cb-4e1b-9401-168d7e0fd23e,362.48,20-02-2024 20.43,bank transfer,health & beauty,2,27,Spencerton,desktop,179.19.92.207,"560 Thomas Shoals
New Lucas, OH 93480","560 Thomas Shoals
New Lucas, OH 93480",0,100,20
bca5fa0d-fdba-45ba-a277-7c28b0735125,0d4c7d7a-39f3-4c0d-98d4-078b750882c3,38.85,31-03-2024 10.40,credit card,electronics,2,16,Joshuaburgh,desktop,36.204.67.93,"USNS Holmes
FPO AA 14644","USNS Holmes
FPO AA 14644",0,273,10
aa88b7ed-6a76-4c28-9ced-c3c0227da956,b579f9d7-bf27-44c8-98d0-c293585b9736,66.9,03-04-2024 4.50,bank transfer,health & beauty,2,41,Nguyenside,mobile,198.185.37.89,"276 Denise Lakes
Amandamouth, SD 35072","276 Denise Lakes
Amandamouth, SD 35072",0,60,4
a320b630-fc4a-4843-957b-ff9e903e5580,5fae1779-9b02-460a-90eb-604db081c37b,72.8,10-01-2024 10.23,credit card,toys & games,2,30,New Brandy,tablet,52.86.23.65,"73621 Brooks Keys Apt. 925
West Jilltown, HI 05652","08535 Hamilton Spur Apt. 131
South Christopher, TN 48821",0,67,10
a0bb0686-a9b1-4f62-9761-249ac91db96f,b63a31eb-49ea-4ea4-997d-8b88bf4e135a,161.02,11-01-2024 15.44,bank transfer,toys & games,2,36,Hamptonborough,desktop,196.84.186.200,"547 Katherine Brooks Apt. 750
Sandersmouth, MS 32975","547 Katherine Brooks Apt. 750
Sandersmouth, MS 32975",0,293,15
ca04d4ee-4614-4dea-bcb1-0a1550a0821a,40de46b0-1628-4a4e-ad65-d4c9150d7621,394.2,22-03-2024 4.08,PayPal,toys & games,1,28,Esteshaven,tablet,121.228.237.241,"767 Heidi Summit Suite 100
New Teresastad, SD 62003","767 Heidi Summit Suite 100
New Teresastad, SD 62003",0,24,4
6c314872-dcfc-4ebf-b3c4-f8df718ec7d5,64606e27-60a2-42fd-9e17-76112c17136c,144.82,20-03-2024 16.19,credit card,health & beauty,4,38,South Jennifer,tablet,110.230.35.3,"8896 Joseph Tunnel
West Kimberlyside, MO 91298","8896 Joseph Tunnel
West Kimberlyside, MO 91298",0,39,16
ee92a1c1-75a3-44f7-85bd-05503a30c0ef,995eda25-fde8-4b3e-ade2-7a6bfb3f664f,234.18,28-02-2024 11.31,debit card,clothing,5,46,North Brian,desktop,13.204.120.122,"Unit 9142 Box 3601
DPO AE 91164","Unit 9142 Box 3601
DPO AE 91164",0,28,11
d35a7064-5e9e-49ca-b411-3b1862e886f3,6152ba1b-c8c4-4798-a333-cce66988443f,66.14,29-01-2024 19.31,bank transfer,toys & games,2,25,Lake Jenniferberg,mobile,69.25.12.214,"87735 Rodriguez Mountains Apt. 626
New Jennifer, NY 58787","23947 Dixon Skyway Suite 284
Valencialand, AZ 12539",0,254,19
40a6054a-e0bb-4958-9140-7a7c6eb982cb,7ec6028f-19c3-401a-b68b-145467005e41,185.62,26-02-2024 20.05,bank transfer,home & garden,2,35,Burtonmouth,tablet,69.130.253.174,"10387 Danielle Radial Apt. 786
Port James, TX 73988","10387 Danielle Radial Apt. 786
Port James, TX 73988",0,340,20
5bb4b8b2-978a-4f01-b6cc-ee4971ff65b5,bef4f664-297a-41a5-9271-d0a734d75bd4,255.19,22-02-2024 5.04,PayPal,electronics,5,18,Chelseafurt,tablet,151.89.240.22,"21977 Albert Camp Suite 089
Matthewview, ND 61578","21977 Albert Camp Suite 089
Matthewview, ND 61578",0,115,5
