sr_no,credit_card,city,state,zipcode,credit_card_limit,date,transaction_dollar_amount,Long,Lat
501,4280000000000000,Washington,NH,3280,33000,03-08-2015 22:35,220.04,-72.05550098,43.17260182
502,7550000000000000,Washington,NH,3280,8000,03-08-2015 20:58,79.97,-72.04493832,43.18157329
503,7550000000000000,Washington,NH,3280,8000,03-08-2015 17:14,21.96,76.7530261,20.54145355
504,7550000000000000,Washington,NH,3280,8000,03-08-2015 15:34,52.01,167.4562496,22.27255573
505,7550000000000000,Washington,NH,3280,8000,03-08-2015 19:18,57.31,-72.04234813,43.14752423
506,3550000000000000,Pensacola,FL,32501,12000,03-08-2015 23:53,30.95,-87.23072254,30.41338053
507,5720000000000000,Washington,NH,3280,16000,03-08-2015 18:11,28.41,-72.12300543,43.13101903
508,5720000000000000,Washington,NH,3280,16000,03-08-2015 19:58,26.94,-72.07593597,43.1645166
509,5720000000000000,Washington,NH,3280,16000,03-08-2015 20:58,62.82,-72.12733777,43.19107846
510,5720000000000000,Washington,NH,3280,16000,03-08-2015 20:57,50.65,-72.13981295,43.2421353
511,5790000000000000,Chicago,IL,60290,10000,03-08-2015 20:37,37.31,-87.6646706,41.93839007
512,1540000000000000,Houston,PA,15342,10000,03-08-2015 00:45,95.56,-80.26122149,40.2899047
513,1540000000000000,Houston,PA,15342,10000,03-08-2015 19:54,136.4,-80.20102455,40.24342435
514,2010000000000000,Washington,NH,3280,6000,03-08-2015 16:24,62.72,-72.04861901,43.24507601
515,5020000000000000,Madison,NH,3849,6000,03-08-2015 17:18,45.27,-71.18610983,43.87443324
516,4010000000000000,Washington,NH,3280,14000,03-08-2015 20:11,50.74,-72.10281028,43.16216232
517,4010000000000000,Washington,NH,3280,14000,03-08-2015 22:06,43.94,-72.1715018,43.21186023
518,4010000000000000,Washington,NH,3280,14000,03-08-2015 21:08,44.19,-72.16549871,43.20474805
519,4010000000000000,Washington,NH,3280,14000,03-08-2015 19:36,80.08,-72.11913669,43.1153508
520,5540000000000000,Dallas,PA,18612,20000,03-08-2015 17:07,65.58,-75.95440355,41.36275682
521,5540000000000000,Dallas,PA,18612,20000,03-08-2015 00:43,89.93,-76.00136553,41.39621718
522,5540000000000000,Dallas,PA,18612,20000,03-08-2015 20:58,49.51,-76.00180082,41.31190595
523,5540000000000000,Dallas,PA,18612,20000,03-08-2015 17:25,63,-76.0273264,41.33699885
524,5540000000000000,Dallas,PA,18612,20000,03-08-2015 19:43,65.68,-75.98723268,41.35729046
525,1310000000000000,Washington,NH,3280,16000,03-08-2015 00:21,37.5,-72.07309791,43.10890459
526,1310000000000000,Washington,NH,3280,16000,03-08-2015 20:05,85.7,-72.16829518,43.15728208
527,1310000000000000,Washington,NH,3280,16000,03-08-2015 20:28,25.51,-72.01424829,43.18438145
528,1310000000000000,Washington,NH,3280,16000,03-08-2015 01:57,65.06,-72.13120342,43.19193047
529,6500000000000000,Washington,NH,3280,20000,03-08-2015 19:26,22.05,-72.08668062,43.0998285
530,1700000000000000,Washington,NH,3280,5000,03-08-2015 22:52,161.27,-72.06354557,43.25321616
531,7900000000000000,El Paso,IL,61738,20000,03-08-2015 15:49,56.32,-89.00264796,40.77224375
532,7900000000000000,El Paso,IL,61738,20000,03-08-2015 21:34,127.74,-89.1155743,40.74504881
533,7900000000000000,El Paso,IL,61738,20000,03-08-2015 21:13,69.76,-89.01980815,40.80010256
534,7900000000000000,El Paso,IL,61738,20000,03-08-2015 18:54,102.39,-89.06991099,40.7404942
535,7900000000000000,El Paso,IL,61738,20000,03-08-2015 22:42,68.91,-89.00297486,40.65315301
536,7900000000000000,El Paso,IL,61738,20000,03-08-2015 01:40,154.28,-89.04385314,40.6898018
537,5860000000000000,Washington,NH,3280,20000,03-08-2015 22:09,78.59,-72.08594778,43.20346287
538,5860000000000000,Washington,NH,3280,20000,03-08-2015 18:13,72.69,-72.09941437,43.24916082
539,5860000000000000,Washington,NH,3280,20000,03-08-2015 21:39,63.72,-72.09811814,43.23548504
540,5860000000000000,Washington,NH,3280,20000,03-08-2015 19:55,45.42,-72.06944423,43.24118311
541,5860000000000000,Washington,NH,3280,20000,03-08-2015 16:46,99.88,-72.0639269,43.09089705
542,5860000000000000,Washington,NH,3280,20000,03-08-2015 18:24,87.49,-72.12089758,43.15396752
543,5860000000000000,Washington,NH,3280,20000,03-08-2015 23:53,46.61,-72.07321363,43.20404976
544,7060000000000000,Washington,NH,3280,9000,03-08-2015 04:25,10.9,-72.13153764,43.11108535
545,4270000000000000,Washington,NH,3280,8000,03-08-2015 16:41,33.13,-72.17416757,43.12817108
546,7560000000000000,Washington,NH,3280,7000,03-08-2015 16:45,21.82,-72.1349981,43.11912774
547,7560000000000000,Washington,NH,3280,7000,03-08-2015 21:26,121.24,-72.17552224,43.13939417
548,7560000000000000,Washington,NH,3280,7000,03-08-2015 19:39,34.88,-72.17483648,43.15681865
549,7560000000000000,Washington,NH,3280,7000,03-08-2015 14:44,44.33,-72.08323797,43.08529859
550,7560000000000000,Washington,NH,3280,7000,03-08-2015 23:33,77.41,-72.04434211,43.17096007
551,8740000000000000,Phoenix,NY,13135,5000,03-08-2015 23:32,46.54,-76.3267469,43.14804328
552,5290000000000000,Dallas,PA,18612,10000,03-08-2015 20:09,124.58,-75.91574457,41.29096967
553,8560000000000000,Houston,PA,15342,10000,03-08-2015 23:14,19.8,-80.13260812,40.20562851
554,8560000000000000,Houston,PA,15342,10000,03-08-2015 19:09,18.23,-80.24428996,40.206036
555,8560000000000000,Houston,PA,15342,10000,03-08-2015 18:46,15.24,-80.28485897,40.19098974
556,4170000000000000,Portland,ME,4101,25000,03-08-2015 01:17,79.71,-70.27922484,43.61719363
557,9120000000000000,Houston,PA,15342,15000,03-08-2015 18:26,108.05,-80.18741869,40.2695006
558,9840000000000000,Pittsburgh,PA,15201,20000,03-08-2015 02:42,175.69,-79.92206812,40.49750655
559,9840000000000000,Pittsburgh,PA,15201,20000,03-08-2015 15:28,178.28,-79.93626442,40.51274647
560,7010000000000000,Cincinnati,OH,45201,7000,03-08-2015 21:40,10.99,-84.51831489,39.19501932
561,2940000000000000,El Paso,IL,61738,14000,03-08-2015 19:15,151.69,-89.10243842,40.70250919
562,2940000000000000,El Paso,IL,61738,14000,03-08-2015 01:38,25.85,-89.10421747,40.750399
563,7450000000000000,Jacksonville,VT,5342,5000,03-08-2015 21:19,14.34,-72.80737256,42.73162587
564,7200000000000000,Greensboro,VT,5841,16000,03-08-2015 20:37,81.58,-72.238216,44.63671401
565,7200000000000000,Greensboro,VT,5841,16000,03-08-2015 01:31,76.6,-72.26054301,44.52742236
566,7200000000000000,Greensboro,VT,5841,16000,03-08-2015 22:33,29.35,-72.31166555,44.67300509
567,7200000000000000,Greensboro,VT,5841,16000,03-08-2015 22:45,126.09,-72.35022079,44.62310226
568,7200000000000000,Greensboro,VT,5841,16000,03-08-2015 19:55,106.66,-72.26456005,44.60889382
569,4170000000000000,Denver,NY,12421,10000,03-08-2015 04:07,108.59,-74.55018786,42.22056855
570,4170000000000000,Denver,NY,12421,10000,03-08-2015 19:32,32.55,-74.62199061,42.25095159
571,2240000000000000,Washington,NH,3280,20000,03-08-2015 23:56,82.14,-72.02417554,43.20207768
572,2240000000000000,Washington,NH,3280,20000,03-08-2015 18:21,50.41,-72.02249406,43.13580285
573,6670000000000000,Shreveport,LA,71101,10000,03-08-2015 18:28,145.54,-93.79950727,32.51325619
574,3540000000000000,Fresno,OH,43824,28000,03-08-2015 03:22,47.97,-81.69288224,40.39729553
575,3540000000000000,Fresno,OH,43824,28000,03-08-2015 22:06,238.63,-81.78489192,40.40322445
576,3540000000000000,Fresno,OH,43824,28000,03-08-2015 20:12,26.4,-81.74713267,40.35150255
577,7450000000000000,Las Vegas,NM,87701,10000,03-08-2015 15:34,45.25,-105.132672,35.66533124
578,9800000000000000,Madison,NH,3849,10000,03-08-2015 21:35,57.43,-71.18008183,43.89662313
579,2170000000000000,Washington,NH,3280,18000,03-08-2015 22:50,44.85,-72.10403354,43.15343459
580,2170000000000000,Washington,NH,3280,18000,03-08-2015 20:52,24.33,-72.07818227,43.15802978
581,2170000000000000,Washington,NH,3280,18000,03-08-2015 20:52,47.53,-72.12270226,43.21879524
582,2170000000000000,Washington,NH,3280,18000,03-08-2015 20:52,29.83,-72.1484659,43.20558095
583,2170000000000000,Washington,NH,3280,18000,03-08-2015 18:12,41.5,-72.07003328,43.12707404
584,2170000000000000,Washington,NH,3280,18000,03-08-2015 19:48,10.56,-72.18083859,43.1722385
585,2170000000000000,Washington,NH,3280,18000,03-08-2015 01:46,77.26,-72.02827149,43.19789382
586,8150000000000000,Atlanta,NY,14808,14000,03-08-2015 18:12,17.04,-77.50729143,42.57983498
587,8150000000000000,Atlanta,NY,14808,14000,03-08-2015 23:13,16.25,-77.49864904,42.52438197
588,8150000000000000,Atlanta,NY,14808,14000,03-08-2015 18:21,33.84,-77.49543334,42.50375862
589,8150000000000000,Atlanta,NY,14808,14000,03-08-2015 21:01,21.31,-77.53722702,42.51503368
590,8150000000000000,Atlanta,NY,14808,14000,03-08-2015 23:59,13.41,-77.52940264,42.51387697
591,8150000000000000,Atlanta,NY,14808,14000,03-08-2015 21:49,32.9,-77.4857853,42.60533362
592,4670000000000000,Sacramento,PA,17968,14000,03-08-2015 23:11,111.11,-76.59794613,40.6720104
593,4670000000000000,Sacramento,PA,17968,14000,03-08-2015 14:59,110.98,-76.58907123,40.55435319
594,4670000000000000,Sacramento,PA,17968,14000,03-08-2015 17:08,102.21,-76.57960908,40.56612205
595,4670000000000000,Sacramento,PA,17968,14000,03-08-2015 15:08,69.09,-76.67736789,40.60482961
596,7960000000000000,Washington,NH,3280,5000,03-08-2015 19:16,19.19,-72.07361417,43.1042912
597,1390000000000000,Miami,WV,25134,20000,03-08-2015 20:30,25.95,-81.43599552,38.16412127
598,1390000000000000,Miami,WV,25134,20000,03-08-2015 00:24,46.33,-81.41663571,38.169174
599,1390000000000000,Miami,WV,25134,20000,03-08-2015 02:16,32.79,-81.52061381,38.13648797
600,9990000000000000,Houston,PA,15342,14000,03-08-2015 20:06,83.31,-80.29110814,40.21592405
601,9990000000000000,Houston,PA,15342,14000,03-08-2015 22:14,49.31,-80.19608659,40.30779022
602,4030000000000000,Washington,NH,3280,8000,03-08-2015 02:01,156.36,-72.06534047,43.17004275
603,7930000000000000,El Paso,IL,61738,10000,03-08-2015 16:34,76.9,-89.07503639,40.694597
604,7930000000000000,El Paso,IL,61738,10000,03-08-2015 20:36,102.61,-89.08283886,40.78984998
605,4660000000000000,Saint Paul,VA,24283,16000,03-08-2015 21:27,113.51,-82.37994566,36.87502228
606,4660000000000000,Saint Paul,VA,24283,16000,03-08-2015 22:35,165.49,-82.30271707,37.02564402
607,8410000000000000,New York,NY,10001,24000,03-08-2015 23:56,214.02,-74.00379218,40.67932199
608,4230000000000000,Miami,WV,25134,8000,03-08-2015 16:11,205.49,-81.49229516,38.14647234
609,4230000000000000,Miami,WV,25134,8000,03-08-2015 15:10,191.39,13.6569921,-19.79443552
610,4230000000000000,Miami,WV,25134,8000,03-08-2015 00:42,119.43,-81.3994907,38.11866754
611,7280000000000000,Washington,NH,3280,8000,03-08-2015 21:41,65.15,-72.12961279,43.11362976
612,7280000000000000,Washington,NH,3280,8000,03-08-2015 20:05,41.9,-72.06188609,43.18503505
613,7280000000000000,Washington,NH,3280,8000,03-08-2015 18:37,75.15,-72.07122339,43.14563518
614,7280000000000000,Washington,NH,3280,8000,03-08-2015 20:23,56.22,-72.06349398,43.20324449
615,7280000000000000,Washington,NH,3280,8000,03-08-2015 19:34,840.26,-72.10799121,43.24578454
616,9580000000000000,Huntington,MA,1050,18000,03-08-2015 18:18,75.55,-72.82332183,42.27740835
617,9580000000000000,Huntington,MA,1050,18000,03-08-2015 22:31,49.51,-72.81997813,42.35197349
618,9580000000000000,Huntington,MA,1050,18000,03-08-2015 21:27,75.31,-72.84482088,42.21968786
619,9580000000000000,Huntington,MA,1050,18000,03-08-2015 14:44,78,-72.88442073,42.22846259
620,9580000000000000,Huntington,MA,1050,18000,03-08-2015 00:40,70.69,-72.88830986,42.27827597
621,9680000000000000,New York,NY,10001,12000,03-08-2015 19:19,30.2,-73.92681569,40.77647198
622,9680000000000000,New York,NY,10001,12000,03-08-2015 19:07,60.4,-73.92785573,40.77087217
623,9680000000000000,New York,NY,10001,12000,03-08-2015 17:47,66.17,-73.99094207,40.69105733
624,5530000000000000,Jackson,NH,3846,21000,03-08-2015 19:58,44.68,-71.24445964,44.22231328
625,5530000000000000,Jackson,NH,3846,21000,03-08-2015 23:32,92.55,-71.21676313,44.1459777
626,5530000000000000,Jackson,NH,3846,21000,03-08-2015 19:41,117.47,-71.19071082,44.08936241
627,5530000000000000,Jackson,NH,3846,21000,03-08-2015 21:06,47.23,-71.20087157,44.20294934
628,4390000000000000,New York,NY,10001,20000,03-08-2015 23:18,78.11,-74.05271883,40.77119978
629,4390000000000000,New York,NY,10001,20000,03-08-2015 21:51,118.05,-74.0303648,40.72350723
630,4390000000000000,New York,NY,10001,20000,03-08-2015 23:10,19.83,-74.03429403,40.76576498
631,5100000000000000,Washington,NH,3280,14000,03-08-2015 15:23,26.58,-72.14560831,43.10620825
632,4190000000000000,New York,NY,10001,30000,03-08-2015 20:18,68.83,-73.95680994,40.69171634
633,4190000000000000,New York,NY,10001,30000,03-08-2015 21:46,123.39,-74.04042318,40.74701497
634,4190000000000000,New York,NY,10001,30000,03-08-2015 15:42,184.12,-74.01774254,40.79312816
635,2070000000000000,New York,NY,10001,10000,03-08-2015 22:14,14.02,-73.9995676,40.66168179
636,7190000000000000,Washington,NH,3280,10000,03-08-2015 20:45,80.38,-72.15662021,43.21557574
637,1560000000000000,Washington,NH,3280,24000,03-08-2015 18:22,34.67,-72.13707633,43.20025576
638,1560000000000000,Washington,NH,3280,24000,03-08-2015 19:34,41.25,-72.01050049,43.18428845
639,1560000000000000,Washington,NH,3280,24000,03-08-2015 20:42,111.61,-72.11528868,43.15609258
640,2220000000000000,Washington,NH,3280,18000,03-08-2015 19:16,150.18,-72.05028872,43.14462543
641,2220000000000000,Washington,NH,3280,18000,03-08-2015 20:55,901.05,-72.14658317,43.15273034
642,8680000000000000,Dallas,PA,18612,10000,03-08-2015 18:16,102.67,-76.05301798,41.30672964
643,8680000000000000,Dallas,PA,18612,10000,03-08-2015 18:51,91.6,-75.99957607,41.42327167
644,7140000000000000,Washington,NH,3280,9000,03-08-2015 20:02,23.22,-72.04766651,43.2014675
645,2300000000000000,Lexington,MA,2173,10000,03-08-2015 00:02,74.47,-71.43159223,42.49123451
646,2300000000000000,Lexington,MA,2173,10000,03-08-2015 21:58,61.66,-71.47019122,42.52299791
647,2300000000000000,Lexington,MA,2173,10000,03-08-2015 22:49,22.25,-71.47462833,42.43183113
648,9250000000000000,Sacramento,PA,17968,28000,03-08-2015 17:12,160.22,-76.64235108,40.70817916
649,9250000000000000,Sacramento,PA,17968,28000,03-08-2015 20:06,53.02,-76.62063794,40.67910197
650,9250000000000000,Sacramento,PA,17968,28000,03-08-2015 21:37,51.66,-76.61078418,40.70057958
651,9250000000000000,Sacramento,PA,17968,28000,03-08-2015 19:27,97.37,-76.65134427,40.62766628
652,9250000000000000,Sacramento,PA,17968,28000,03-08-2015 00:57,0.06,-76.64596187,40.58127124
653,9730000000000000,Las Vegas,NM,87701,20000,03-08-2015 21:26,5.24,-105.0930922,35.68007135
654,9730000000000000,Las Vegas,NM,87701,20000,03-08-2015 00:14,189.17,-105.1276005,35.64632524
655,9730000000000000,Las Vegas,NM,87701,20000,03-08-2015 18:43,0.5,-105.061859,35.64048329
656,9730000000000000,Las Vegas,NM,87701,20000,03-08-2015 19:27,63.41,-105.0750437,35.50487298
657,9730000000000000,Las Vegas,NM,87701,20000,03-08-2015 23:48,47.56,-105.1088556,35.67281215
658,6640000000000000,Dallas,PA,18612,16000,03-08-2015 00:13,84.58,-75.96457521,41.403939
659,6640000000000000,Dallas,PA,18612,16000,03-08-2015 21:47,9.38,-75.94272227,41.34666675
660,6640000000000000,Dallas,PA,18612,16000,03-08-2015 15:39,96.91,-75.92616579,41.39591186
661,7510000000000000,Washington,NH,3280,9000,03-08-2015 18:31,72.02,-72.06284329,43.17354545
662,5450000000000000,Los Angeles,CA,90001,15000,03-08-2015 19:05,56.87,-118.1930171,33.91514116
663,5450000000000000,Los Angeles,CA,90001,15000,03-08-2015 20:33,70.69,-118.2080423,33.98844734
664,5450000000000000,Los Angeles,CA,90001,15000,03-08-2015 00:50,29.28,-118.2747733,33.92561058
665,5450000000000000,Los Angeles,CA,90001,15000,03-08-2015 16:09,20.26,-118.2589879,33.93404408
666,5450000000000000,Los Angeles,CA,90001,15000,03-08-2015 20:54,46.26,-118.2024774,33.94737707
667,5450000000000000,Los Angeles,CA,90001,15000,03-08-2015 20:58,51.41,-118.1856189,33.97030813
668,7640000000000000,Rochester,MA,2770,15000,03-08-2015 21:53,86.8,-70.79767277,41.69192446
669,7640000000000000,Rochester,MA,2770,15000,03-08-2015 19:34,85.66,-70.81936653,41.74865456
670,7640000000000000,Rochester,MA,2770,15000,03-08-2015 16:21,71.5,-70.89020935,41.83167349
671,7970000000000000,Washington,NH,3280,12000,03-08-2015 21:34,151.95,-72.0739947,43.20561943
672,7970000000000000,Washington,NH,3280,12000,03-08-2015 01:39,121.39,-72.08074207,43.15977876
673,1820000000000000,Jackson,NH,3846,6000,03-08-2015 21:55,45.03,-71.19921907,44.20147607
674,9820000000000000,Las Vegas,NM,87701,6000,03-08-2015 21:22,10.69,-105.0698245,35.54823414
675,9820000000000000,Las Vegas,NM,87701,6000,03-08-2015 21:20,8.42,-105.1033809,35.51669896
676,3240000000000000,Arlington,MA,2174,18000,03-08-2015 18:00,20.88,-71.22056777,42.45005575
677,3240000000000000,Arlington,MA,2174,18000,03-08-2015 19:52,47.84,-71.24165251,42.45434879
678,3240000000000000,Arlington,MA,2174,18000,03-08-2015 22:23,6.89,-71.18192954,42.41201197
679,3240000000000000,Arlington,MA,2174,18000,03-08-2015 20:12,77.19,-71.21236809,42.44032935
680,5180000000000000,Washington,NH,3280,20000,03-08-2015 20:29,179.45,-72.03891036,43.21275014
681,5180000000000000,Washington,NH,3280,20000,03-08-2015 23:44,78.72,-72.15596466,43.2078253
682,5180000000000000,Washington,NH,3280,20000,03-08-2015 01:09,86.37,-72.01813094,43.1795691
683,5180000000000000,Washington,NH,3280,20000,03-08-2015 22:27,216.25,-72.0529735,43.10861439
684,9070000000000000,Minneapolis,NC,28652,15000,03-08-2015 21:08,74.35,-82.00584389,36.04266498
685,9070000000000000,Minneapolis,NC,28652,15000,03-08-2015 23:01,61.25,-81.95613555,36.12079229
686,9070000000000000,Minneapolis,NC,28652,15000,03-08-2015 23:01,15.35,-81.89266703,36.12807545
687,9070000000000000,Minneapolis,NC,28652,15000,03-08-2015 23:01,50.65,-81.96884385,36.01504305
688,9070000000000000,Minneapolis,NC,28652,15000,03-08-2015 00:36,47.99,-81.87882727,36.02875868
689,9070000000000000,Minneapolis,NC,28652,15000,03-08-2015 23:03,72.48,-81.93008092,36.00660761
690,9070000000000000,Minneapolis,NC,28652,15000,03-08-2015 13:29,101.49,-81.94608467,36.07757887
691,3580000000000000,Washington,NH,3280,15000,03-08-2015 23:33,68.32,-72.13077418,43.14855659
692,3580000000000000,Washington,NH,3280,15000,03-08-2015 20:11,47.54,-72.07280512,43.24486834
693,3840000000000000,Mobile,AL,36601,12000,03-08-2015 16:55,37.15,-88.11574326,30.70577334
694,3840000000000000,Mobile,AL,36601,12000,03-08-2015 18:40,43.18,-88.12836411,30.66992787
695,4400000000000000,Washington,NH,3280,5000,03-08-2015 18:45,21.37,-72.04626976,43.15748183
696,4400000000000000,Washington,NH,3280,5000,03-08-2015 19:54,72.45,-72.05779005,43.21472757
697,4400000000000000,Washington,NH,3280,5000,03-08-2015 17:47,18.23,-72.01921277,43.19311529
698,1800000000000000,Austin,PA,16720,14000,03-08-2015 17:54,6.7,-78.0088909,41.60615471
699,1800000000000000,Austin,PA,16720,14000,03-08-2015 15:54,38.02,-78.03042818,41.68685444
700,1800000000000000,Austin,PA,16720,14000,03-08-2015 03:06,13.25,-77.98992689,41.65040724
701,1800000000000000,Austin,PA,16720,14000,03-08-2015 18:40,57.44,-78.0977249,41.59782895
702,1800000000000000,Austin,PA,16720,14000,03-08-2015 00:19,20.31,-78.10148109,41.66639397
703,4230000000000000,Columbia,CT,6237,18000,03-08-2015 22:39,47.18,-72.23644573,41.70811175
704,4230000000000000,Columbia,CT,6237,18000,03-08-2015 20:00,124.04,-72.22019981,41.72862488
705,4230000000000000,Columbia,CT,6237,18000,03-08-2015 22:38,30.63,-72.25460452,41.75052674
706,4230000000000000,Columbia,CT,6237,18000,03-08-2015 21:26,12.59,-72.28521651,41.64655131
707,4230000000000000,Columbia,CT,6237,18000,03-08-2015 18:03,24.84,-72.26667276,41.65835889
708,4230000000000000,Columbia,CT,6237,18000,03-08-2015 20:18,97.82,-72.22006316,41.66595834
709,4230000000000000,Columbia,CT,6237,18000,03-08-2015 15:40,71.28,-72.21158408,41.66721354
710,4230000000000000,Columbia,CT,6237,18000,03-08-2015 20:45,74.65,-72.35735874,41.69269678
711,6290000000000000,Houston,PA,15342,3000,03-08-2015 22:24,87.59,-80.17413246,40.26584389
712,6290000000000000,Houston,PA,15342,3000,03-08-2015 00:06,86.66,-80.1716944,40.22570441
713,8920000000000000,New York,NY,10001,10000,03-08-2015 22:38,37.61,-74.05046564,40.77556961
714,8920000000000000,New York,NY,10001,10000,03-08-2015 18:51,64.88,-73.94415873,40.69174842
715,8920000000000000,New York,NY,10001,10000,03-08-2015 21:00,90.02,-73.98667857,40.80157585
716,6320000000000000,Columbia,CT,6237,12000,03-08-2015 23:22,26.76,-72.30492856,41.73960241
717,6320000000000000,Columbia,CT,6237,12000,03-08-2015 15:19,39.32,-72.29756229,41.71947634
718,4000000000000000,Oklahoma City,OK,73101,20000,03-08-2015 21:36,24.94,-97.50460598,35.45442612
719,4000000000000000,Oklahoma City,OK,73101,20000,03-08-2015 16:55,99.3,-97.52829806,35.41916461
720,4000000000000000,Oklahoma City,OK,73101,20000,03-08-2015 18:57,75.68,-97.6409022,35.45973203
721,5830000000000000,Orlando,WV,26412,7000,03-08-2015 18:40,19.4,-80.62076313,38.83091313
722,6260000000000000,Oklahoma City,OK,73101,10000,03-08-2015 20:27,32.98,-97.55668553,35.55285657
723,6260000000000000,Oklahoma City,OK,73101,10000,03-08-2015 20:37,67.47,-97.58270181,35.56449224
724,6260000000000000,Oklahoma City,OK,73101,10000,03-08-2015 23:36,37.59,-97.53111795,35.44330717
725,6260000000000000,Oklahoma City,OK,73101,10000,03-08-2015 16:00,58.82,-97.60161026,35.54147317
726,3860000000000000,Washington,NH,3280,8000,03-08-2015 02:32,50.26,-72.12460544,43.25190113
727,3860000000000000,Washington,NH,3280,8000,03-08-2015 22:26,77.48,-72.11803763,43.21913451
728,9210000000000000,Washington,NH,3280,20000,03-08-2015 23:34,208.8,-72.12241741,43.21372979
729,9210000000000000,Washington,NH,3280,20000,03-08-2015 01:32,97.06,-72.02195331,43.21517475
730,9210000000000000,Washington,NH,3280,20000,03-08-2015 20:49,58.23,-72.10293051,43.12657909
731,9210000000000000,Washington,NH,3280,20000,03-08-2015 00:47,221.98,-72.06485518,43.24225514
732,9210000000000000,Washington,NH,3280,20000,03-08-2015 11:48,171.23,-72.12079711,43.18797262
733,5310000000000000,Washington,NH,3280,10000,03-08-2015 23:02,28.47,-72.07001253,43.16579286
734,1930000000000000,Kansas City,MO,64101,10000,03-08-2015 21:48,125.65,-94.5473095,39.12189817
735,6200000000000000,Louisville,GA,30434,4000,03-08-2015 23:15,25.06,-82.39589232,33.04853189
736,4050000000000000,Washington,NH,3280,5000,03-08-2015 03:53,37.55,-72.10848742,43.13601354
737,5810000000000000,Houston,PA,15342,16000,03-08-2015 22:53,34.28,-80.19385129,40.19520549
738,5810000000000000,Houston,PA,15342,16000,03-08-2015 21:09,159.89,-80.13619209,40.2442331
739,5810000000000000,Houston,PA,15342,16000,03-08-2015 21:12,0.75,-80.25041742,40.23938185
740,3200000000000000,El Paso,IL,61738,7000,03-08-2015 22:28,8.66,-89.04903081,40.66361682
741,5080000000000000,Cincinnati,OH,45201,10000,03-08-2015 01:13,77.11,-84.56444521,39.18003786
742,3100000000000000,Dallas,PA,18612,20000,03-08-2015 19:28,220.3,-76.02705036,41.35721249
743,3100000000000000,Dallas,PA,18612,20000,03-08-2015 16:45,255.49,-75.89505129,41.336079
744,5700000000000000,El Paso,IL,61738,12000,03-08-2015 17:54,52.56,-89.10598011,40.70624195
745,3130000000000000,Washington,NH,3280,15000,03-08-2015 22:01,215.61,-72.16662269,43.19647742
746,3130000000000000,Washington,NH,3280,15000,03-08-2015 18:19,211.51,-72.05337609,43.16866894
747,3130000000000000,Washington,NH,3280,15000,03-08-2015 19:14,28.13,-72.03086409,43.15900187
748,5170000000000000,Washington,NH,3280,4000,03-08-2015 17:41,59.57,-72.13121385,43.09003636
749,3440000000000000,Houston,PA,15342,10000,03-08-2015 19:52,17.95,-80.23612701,40.18147701
750,3440000000000000,Houston,PA,15342,10000,03-08-2015 17:11,97.85,-80.18028967,40.26408854
751,3440000000000000,Houston,PA,15342,10000,03-08-2015 21:59,24.7,-80.23465273,40.22455441
752,3440000000000000,Houston,PA,15342,10000,03-08-2015 19:08,67.3,-80.13955229,40.23091876
753,3440000000000000,Houston,PA,15342,10000,03-08-2015 20:44,71.74,-80.1525532,40.3036469
754,9400000000000000,Washington,NH,3280,10000,03-08-2015 20:47,21.25,-72.14465246,43.13092925
755,9400000000000000,Washington,NH,3280,10000,03-08-2015 21:07,46.24,-72.09298352,43.09628771
756,9400000000000000,Washington,NH,3280,10000,03-08-2015 21:26,21.81,-72.08931252,43.20244752
757,9400000000000000,Washington,NH,3280,10000,03-08-2015 02:46,49.65,-72.15814052,43.22692602
758,3090000000000000,Washington,NH,3280,10000,03-08-2015 21:39,18.88,-72.06697837,43.25030462
759,3090000000000000,Washington,NH,3280,10000,03-08-2015 21:15,13.13,-72.07388036,43.2486204
760,3090000000000000,Washington,NH,3280,10000,03-08-2015 03:17,13.49,-72.03407995,43.21089283
761,6210000000000000,Springfield,MA,1101,28000,03-08-2015 21:16,64.88,-72.64663292,42.12747209
762,6210000000000000,Springfield,MA,1101,28000,03-08-2015 01:39,140.23,-72.58473586,42.15933882
763,6210000000000000,Springfield,MA,1101,28000,03-08-2015 17:42,136.28,-72.61227777,42.2161844
764,6210000000000000,Springfield,MA,1101,28000,03-08-2015 23:49,107.34,-72.66276865,42.11719227
765,6210000000000000,Springfield,MA,1101,28000,03-08-2015 17:38,238.58,-72.59762406,42.20023645
766,5430000000000000,Louisville,GA,30434,12000,03-08-2015 23:49,64.32,-82.32948565,33.08269227
767,2260000000000000,Houston,PA,15342,18000,03-08-2015 18:31,72.51,-80.1705037,40.25613871
768,2260000000000000,Houston,PA,15342,18000,03-08-2015 00:04,40.75,-80.29306099,40.23979267
769,3080000000000000,Oklahoma City,OK,73101,6000,03-08-2015 18:06,12.43,-97.53309027,35.41515719
770,3950000000000000,El Paso,IL,61738,25000,03-08-2015 19:43,81.59,-89.11964568,40.74771459
771,3950000000000000,El Paso,IL,61738,25000,03-08-2015 20:19,103.04,-89.10703803,40.78096906
772,1840000000000000,Houston,PA,15342,7000,03-08-2015 16:44,22.11,-80.24668644,40.24775844
773,5920000000000000,Washington,NH,3280,5000,03-08-2015 00:33,14.5,-72.05465639,43.09735342
774,4690000000000000,Chicago,IL,60290,15000,03-08-2015 20:26,60.23,-87.60600005,41.90206305
